,Symbol,Description,Industry,Sector
1029,GIFI,"GULF ISLAND FABRICATION, INC.",Metal Fabrications,Capital Goods
1030,GIII,"G-III APPAREL GROUP, LTD.",Apparel,Consumer Non-Durables
1031,GILD,"GILEAD SCIENCES, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1032,GIS,"GENERAL MILLS, INC.",Packaged Foods,Consumer Non-Durables
1033,GKOS,GLAUKOS CORPORATION,Medical/Dental Instruments,Health Care
1034,GLAD,GLADSTONE CAPITAL CORPORATION,Textiles,Consumer Non-Durables
1035,GLDD,GREAT LAKES DREDGE & DOCK CORPORATION,Military/Government/Technical,Basic Industries
1036,GLG,"TD HOLDINGS, INC.",Major Banks,Finance
1037,GLNG,GOLAR LNG LIMITED,Marine Transportation,Consumer Services
1038,GLOG,GASLOG LP.,Marine Transportation,Consumer Services
1039,GLPI,"GAMING AND LEISURE PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
1040,GLRE,"GREENLIGHT REINSURANCE, LTD.",Property-Casualty Insurers,Finance
1041,GLT,GLATFELTER,Paper,Basic Industries
1042,GLUU,GLU MOBILE INC.,EDP Services,Technology
1043,GLW,CORNING INCORPORATED,Telecommunications Equipment,Basic Industries
1044,GM,GENERAL MOTORS COMPANY,Auto Manufacturing,Capital Goods
1045,GMAN,GOLDMAN SACHS MANUFACTURING REVOLUTION ETF,Exchange Traded Fund,Financial
1046,GME,GAMESTOP CORPORATION,Electronics Distribution,Consumer Services
1047,GMED,"GLOBUS MEDICAL, INC.",Medical/Dental Instruments,Health Care
1048,GMO,"GENERAL MOLY, INC",Precious Metals,Basic Industries
1049,GMRE,GLOBAL MEDICAL REIT INC.,Real Estate Investment Trusts,Consumer Services
1050,GMS,GMS INC.,RETAIL: Building Materials,Consumer Services
1051,GNCA,"GENOCEA BIOSCIENCES, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1052,GNE,GENIE ENERGY LTD.,Power Generation,Public Utilities
1053,GNK,GENCO SHIPPING & TRADING LIMITED,Marine Transportation,Transportation
1054,GNL,"GLOBAL NET LEASE, INC.",Real Estate Investment Trusts,Consumer Services
1055,GNMK,"GENMARK DIAGNOSTICS, INC.",Medical/Dental Instruments,Health Care
1056,GNOM,GLOBAL X GENOMICS & BIOTECHNOLOGY ETF,,
1057,GNRC,GENERAC HOLDLINGS INC.,Metal Fabrications,Consumer Durables
1058,GNTX,GENTEX CORPORATION,Auto Parts:O.E.M.,Capital Goods
1059,GNTY,"GUARANTY BANCSHARES, INC.",Major Banks,Finance
1060,GNW,GENWORTH FINANCIAL INC,Life Insurance,Finance
1061,GOGO,GOGO INC.,Telecommunications Equipment,Consumer Services
1062,GOLF,ACUSHNET HOLDINGS CORP.,Recreational Products/Toys,Consumer Non-Durables
1063,GOOD,GLADSTONE COMMERCIAL CORPORATION,Real Estate,Consumer Services
1064,GOOG,ALPHABET INC.,"Computer Software: Programming, Data Processing",Technology
1065,GOOGL,ALPHABET INC.,"Computer Software: Programming, Data Processing",Technology
1066,GORO,GOLD RESOURCE CORPORATION,Precious Metals,Basic Industries
1067,GPC,GENUINE PARTS COMPANY,Automotive Aftermarket,Capital Goods
1068,GPI,"GROUP 1 AUTOMOTIVE, INC.",Automotive Aftermarket,Consumer Durables
1069,GPK,GRAPHIC PACKAGING HOLDING COMPANY,Containers/Packaging,Consumer Durables
1070,GPN,GLOBAL PAYMENTS INC.,Business Services,Miscellaneous
1071,GPOR,GULFPORT ENERGY CORPORATION,Oil & Gas Production,Energy
1072,GPRE,"GREEN PLAINS, INC.",Major Chemicals,Basic Industries
1073,GPRO,"GOPRO, INC.",Industrial Machinery/Components,Miscellaneous
1074,GPS,"GAP, INC. (THE)",Clothing/Shoe/Accessory Stores,Consumer Services
1075,GPX,GP STRATEGIES CORPORATION,Other Consumer Services,Consumer Services
1076,GRA,W.R. GRACE & CO.,Major Chemicals,Basic Industries
1077,GRBK,"GREEN BRICK PARTNERS, INC.",Homebuilding,Capital Goods
1078,GRC,GORMAN-RUPP COMPANY (THE),Fluid Controls,Capital Goods
1079,GRIF,"GRIFFIN INDUSTRIAL REALTY, INC.",Real Estate,Finance
1080,GRMN,GARMIN LTD.,Industrial Machinery/Components,Capital Goods
1081,GRNB,VANECK VECTORS GREEN BOND ETF,Exchange Traded Fund,Financial
1082,GROW,"U.S. GLOBAL INVESTORS, INC.",Investment Managers,Finance
1083,GRPN,"GROUPON, INC.",Advertising,Technology
1084,GRUB,GRUBHUB INC.,Business Services,Miscellaneous
1085,GS,"GOLDMAN SACHS GROUP, INC. (THE)",Investment Bankers/Brokers/Service,Finance
1086,GSAT,"GLOBALSTAR, INC.",Telecommunications Equipment,Consumer Services
1087,GSBC,"GREAT SOUTHERN BANCORP, INC.",Major Banks,Finance
1088,GSIG,,,
1089,GSIT,"GSI TECHNOLOGY, INC.",Semiconductors,Technology
1090,GSM,FERROGLOBE PLC,Metal Fabrications,Capital Goods
1091,GSS,"GOLDEN STAR RESOURCES, LTD",Precious Metals,Basic Industries
1092,GSX,GSX TECHEDU INC.,Other Consumer Services,Consumer Services
1093,GT,THE GOODYEAR TIRE & RUBBER COMPANY,Automotive Aftermarket,Consumer Durables
1094,GTAT,,,
1095,GTE,GRAN TIERRA ENERGY INC.,Oil & Gas Production,Energy
1096,GTLS,"CHART INDUSTRIES, INC.",Metal Fabrications,Capital Goods
1097,GTN,"GRAY TELEVISION, INC.",Broadcasting,Consumer Services
1098,GTS,TRIPLE-S MANAGEMENT CORPORATION,Accident &Health Insurance,Finance
1099,GTT,"GTT COMMUNICATIONS, INC.",Telecommunications Equipment,Public Utilities
1100,GTY,GETTY REALTY CORPORATION,Real Estate,Finance
1101,GVA,GRANITE CONSTRUCTION INCORPORATED,Military/Government/Technical,Basic Industries
1102,GVP,"GSE SYSTEMS, INC.",Computer Software: Prepackaged Software,Technology
1103,GWB,"GREAT WESTERN BANCORP, INC.",Major Banks,Finance
1104,GWRE,"GUIDEWIRE SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
1105,GWRS,"GLOBAL WATER RESOURCES, INC.",Water Supply,Public Utilities
1106,GWW,"W.W. GRAINGER, INC.",Office Equipment/Supplies/Services,Consumer Services
1107,H,HYATT HOTELS CORPORATION,Hotels/Resorts,Consumer Services
1108,HA,"HAWAIIAN HOLDINGS, INC.",Air Freight/Delivery Services,Transportation
1109,HAE,HAEMONETICS CORPORATION,Medical/Dental Instruments,Health Care
1110,HAFC,HANMI FINANCIAL CORPORATION,Major Banks,Finance
1111,HAIN,"THE HAIN CELESTIAL GROUP, INC.",Packaged Foods,Consumer Non-Durables
1112,HAL,HALLIBURTON COMPANY,Oilfield Services/Equipment,Energy
1113,HALL,"HALLMARK FINANCIAL SERVICES, INC.",Property-Casualty Insurers,Finance
1114,HALO,"HALOZYME THERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1115,HAS,"HASBRO, INC.",Recreational Products/Toys,Consumer Non-Durables
1116,HASI,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",Real Estate Investment Trusts,Consumer Services
1117,HAYN,"HAYNES INTERNATIONAL, INC.",Steel/Iron Ore,Capital Goods
1118,HBAN,HUNTINGTON BANCSHARES INCORPORATED,Major Banks,Finance
1119,HBCP,"HOME BANCORP, INC.",Banks,Finance
1120,HBI,HANESBRANDS INC.,Clothing/Shoe/Accessory Stores,Consumer Services
1121,HBIO,"HARVARD BIOSCIENCE, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
1122,HBMD,"HOWARD BANCORP, INC.",Major Banks,Finance
1123,HBNC,"HORIZON BANCORP, INC.",Major Banks,Finance
1124,HBP,"HUTTIG BUILDING PRODUCTS, INC.",RETAIL: Building Materials,Consumer Services
1125,HCA,"HCA HEALTHCARE, INC.",Hospital/Nursing Management,Health Care
1126,HCC,"WARRIOR MET COAL, INC.",Coal Mining,Energy
1127,HCCI,"HERITAGE-CRYSTAL CLEAN, INC.",Miscellaneous,Basic Industries
1128,HCHC,"HC2 HOLDINGS, INC.",Metal Fabrications,Capital Goods
1129,HCI,"HCI GROUP, INC.",Property-Casualty Insurers,Finance
1130,HCKT,"THE HACKETT GROUP, INC.",Professional Services,Consumer Services
1131,HCSG,"HEALTHCARE SERVICES GROUP, INC.",Hospital/Nursing Management,Health Care
1132,HD,"HOME DEPOT, INC. (THE)",RETAIL: Building Materials,Consumer Services
1133,HDS,"HD SUPPLY HOLDINGS, INC.",Office Equipment/Supplies/Services,Consumer Services
1134,HDSN,"HUDSON TECHNOLOGIES, INC.",Industrial Specialties,Consumer Durables
1135,HE,"HAWAIIAN ELECTRIC INDUSTRIES, INC.",Electric Utilities: Central,Public Utilities
1136,HEES,"H&E EQUIPMENT SERVICES, INC.",,
1137,HEI,HEICO CORPORATION,Aerospace,Capital Goods
1138,HEI.A,HEICO CORPORATION,Aerospace,Capital Goods
1139,HELE,HELEN OF TROY LIMITED,Home Furnishings,Consumer Durables
1140,HERO,GLOBAL X VIDEO GAMES & ESPORTS ETF,,
1141,HES,HESS CORPORATION,Integrated oil Companies,Energy
1142,HFC,HOLLYFRONTIER CORPORATION,Integrated oil Companies,Energy
1143,HFWA,HERITAGE FINANCIAL CORPORATION,Banks,Finance
1144,HGV,HILTON GRAND VACATIONS INC.,Hotels/Resorts,Consumer Services
1145,HHC,HOWARD HUGHES CORPORATION (THE),Real Estate Investment Trusts,Consumer Services
1146,HI,HILLENBRAND INC,Miscellaneous manufacturing industries,Consumer Durables
1147,HIBB,"HIBBETT SPORTS, INC.",Other Specialty Stores,Consumer Services
1148,HIFS,HINGHAM INSTITUTION FOR SAVINGS,,
1149,HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC. (THE)",Property-Casualty Insurers,Finance
1150,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Marine Transportation,Capital Goods
1151,HIL,"HILL INTERNATIONAL, INC.",Military/Government/Technical,Consumer Services
1152,HIW,"HIGHWOODS PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
1153,HL,HECLA MINING COMPANY,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
1154,HLF,HERBALIFE NUTRITION LTD.,Other Pharmaceuticals,Health Care
1155,HLI,"HOULIHAN LOKEY, INC.",Investment Managers,Finance
1156,HLIT,HARMONIC INC.,Radio And Television Broadcasting And Communications Equipment,Technology
1157,HLNE,HAMILTON LANE INCORPORATED,Investment Managers,Finance
1158,HLT,HILTON WORLDWIDE HOLDINGS INC.,Hotels/Resorts,Consumer Services
1159,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",Oilfield Services/Equipment,Energy
1160,HMHC,HOUGHTON MIFFLIN HARCOURT COMPANY,Books,Consumer Services
1161,HMN,HORACE MANN EDUCATORS CORPORATION,Property-Casualty Insurers,Finance
1162,HMST,"HOMESTREET, INC.",Major Banks,Finance
1163,HMSY,HMS HOLDINGS CORP,Business Services,Miscellaneous
1164,HMTV,"HEMISPHERE MEDIA GROUP, INC.",Television Services,Consumer Services
1165,HNI,HNI CORPORATION,Office Equipment/Supplies/Services,Consumer Durables
1166,HNRG,HALLADOR ENERGY COMPANY,Coal Mining,Energy
1167,HOFT,HOOKER FURNITURE CORPORATION,Home Furnishings,Consumer Durables
1168,HOG,"HARLEY-DAVIDSON, INC.",Motor Vehicles,Consumer Non-Durables
1169,HOLX,"HOLOGIC, INC.",Medical Electronics,Health Care
1170,HOMB,"HOME BANCSHARES, INC.",Major Banks,Finance
1171,HOME,AT HOME GROUP INC.,Home Furnishings,Consumer Services
1172,HON,HONEYWELL INTERNATIONAL INC.,Aerospace,Capital Goods
1173,HONE,"HARBORONE BANCORP, INC.",Major Banks,Finance
1174,HOOK,HOOKIPA PHARMA INC.,Major Pharmaceuticals,Health Care
1175,HOPE,"HOPE BANCORP, INC.",Major Banks,Finance
1176,HOV,HOVNANIAN ENTERPRISES INC,Homebuilding,Capital Goods
1177,HP,"HELMERICH & PAYNE, INC.",Oil & Gas Production,Energy
1178,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Retail: Computer Software & Peripheral Equipment,Technology
1179,HPP,"HUDSON PACIFIC PROPERTIES, INC.",Real Estate,Finance
1180,HPQ,HP INC.,Computer Manufacturing,Technology
1181,HQY,"HEALTHEQUITY, INC.",Business Services,Miscellaneous
1182,HR,HEALTHCARE REALTY TRUST INCORPORATED,Real Estate Investment Trusts,Consumer Services
1183,HRB,"H&R BLOCK, INC.",Other Consumer Services,Consumer Services
1184,HRC,HILL-ROM HOLDINGS INC,Medical/Dental Instruments,Health Care
1185,HRI,HERC HOLDINGS INC.,,
1186,HRL,HORMEL FOODS CORPORATION,Meat/Poultry/Fish,Consumer Non-Durables
1187,HRTG,"HERITAGE INSURANCE HOLDINGS, INC.",Property-Casualty Insurers,Finance
1188,HRTX,"HERON THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
1189,HRZN,HORIZON TECHNOLOGY FINANCE CORPORATION,,
1190,HSC,HARSCO CORPORATION,Diversified Commercial Services,Consumer Services
1191,HSIC,"HENRY SCHEIN, INC.",Medical Specialities,Health Care
1192,HSII,"HEIDRICK & STRUGGLES INTERNATIONAL, INC.",Diversified Commercial Services,Technology
1193,HSKA,HESKA CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1194,HST,"HOST HOTELS & RESORTS, INC.",Real Estate Investment Trusts,Consumer Services
1195,HSTM,"HEALTHSTREAM, INC.","Computer Software: Programming, Data Processing",Technology
1196,HSY,HERSHEY COMPANY (THE),Specialty Foods,Consumer Non-Durables
1197,HT,HERSHA HOSPITALITY TRUST,Real Estate Investment Trusts,Consumer Services
1198,HTA,"HEALTHCARE TRUST OF AMERICA, INC.",Real Estate Investment Trusts,Consumer Services
1199,HTBI,"HOMETRUST BANCSHARES, INC.",Savings Institutions,Finance
1200,HTBK,HERITAGE COMMERCE CORP,Major Banks,Finance
1201,HTGC,"HERCULES CAPITAL, INC.",,
1202,HTH,HILLTOP HOLDINGS INC.,Major Banks,Finance
1203,HTLD,"HEARTLAND EXPRESS, INC.",Trucking Freight/Courier Services,Transportation
1204,HTLF,"HEARTLAND FINANCIAL USA, INC.",Major Banks,Finance
1205,HTZ,"HERTZ GLOBAL HOLDINGS, INC",Rental/Leasing Companies,Consumer Services
1206,HUBB,HUBBELL INC,Electrical Products,Capital Goods
1207,HUBG,"HUB GROUP, INC.",Oil Refining/Marketing,Transportation
1208,HUBS,"HUBSPOT, INC.",Computer Software: Prepackaged Software,Technology
1209,HUM,HUMANA INC.,Medical Specialities,Health Care
1210,HUN,HUNTSMAN CORPORATION,Major Chemicals,Basic Industries
1211,HURC,"HURCO COMPANIES, INC.",Industrial Machinery/Components,Capital Goods
1212,HURN,HURON CONSULTING GROUP INC.,Professional Services,Consumer Services
1213,HUSA,HOUSTON AMERICAN ENERGY CORPORATION,Oil & Gas Production,Energy
1214,HVT,"HAVERTY FURNITURE COMPANIES, INC.",Other Specialty Stores,Consumer Services
1215,HWCC,HOUSTON WIRE & CABLE COMPANY,Telecommunications Equipment,Consumer Non-Durables
1216,HWKN,"HAWKINS, INC.",Specialty Chemicals,Consumer Durables
1217,HXL,HEXCEL CORPORATION,Major Chemicals,Basic Industries
1218,HY,"HYSTER-YALE MATERIALS HANDLING, INC.",Construction/Ag Equipment/Trucks,Capital Goods
1219,HZN,HORIZON GLOBAL CORPORATION,Auto Parts:O.E.M.,Capital Goods
1220,HZNP,HORIZON THERAPEUTICS PUBLIC LIMITED COMPANY,Major Pharmaceuticals,Health Care
1221,HZO,"MARINEMAX, INC.",Other Specialty Stores,Consumer Services
1222,IAC,IAC/INTERACTIVECORP,Other Specialty Stores,Consumer Services
1223,IART,INTEGRA LIFESCIENCES HOLDINGS CORPORATION,Medical/Dental Instruments,Health Care
1224,IBCP,INDEPENDENT BANK CORPORATION,Major Banks,Finance
1225,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Investment Bankers/Brokers/Service,Finance
1226,IBM,INTERNATIONAL BUSINESS MACHINES CORPORATION,Computer Manufacturing,Technology
1227,IBOC,INTERNATIONAL BANCSHARES CORPORATION,Major Banks,Finance
1228,IBP,"INSTALLED BUILDING PRODUCTS, INC.",Homebuilding,Basic Industries
1229,IBTX,"INDEPENDENT BANK GROUP, INC",Major Banks,Finance
1230,ICBK,"COUNTY BANCORP, INC.",Major Banks,Finance
1231,ICD,"INDEPENDENCE CONTRACT DRILLING, INC.",Oil & Gas Production,Energy
1232,ICE,INTERCONTINENTAL EXCHANGE INC.,Investment Bankers/Brokers/Service,Finance
1233,ICFI,"ICF INTERNATIONAL, INC.",Professional Services,Consumer Services
1234,ICHR,ICHOR HOLDINGS,Semiconductors,Technology
1235,ICLK,ICLICK INTERACTIVE ASIA GROUP LIMITED,Computer Software: Prepackaged Software,Technology
1236,ICON,"ICONIX BRAND GROUP, INC.",Shoe Manufacturing,Consumer Non-Durables
1237,ICPT,"INTERCEPT PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
1238,ICUI,"ICU MEDICAL, INC.",Medical/Dental Instruments,Health Care
1239,IDA,"IDACORP, INC.",Electric Utilities: Central,Public Utilities
1240,IDCC,"INTERDIGITAL, INC.",Multi-Sector Companies,Miscellaneous
1241,IDRA,"IDERA PHARMACEUTICALS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1242,IDT,IDT CORPORATION,Telecommunications Equipment,Public Utilities
1243,IDXX,"IDEXX LABORATORIES, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1244,IESC,"IES HOLDINGS, INC.",Engineering & Construction,Capital Goods
1245,IEX,IDEX CORPORATION,Fluid Controls,Capital Goods
1246,IFF,"INTERNATIONAL FLAVORS & FRAGRANCES, INC.",Major Chemicals,Basic Industries
1247,IGT,INTERNATIONAL GAME TECHNOLOGY,Services-Misc. Amusement & Recreation,Consumer Services
1248,IHC,INDEPENDENCE HOLDING COMPANY,Life Insurance,Finance
1249,III,"INFORMATION SERVICES GROUP, INC.",Professional Services,Consumer Services
1250,IIIN,"INSTEEL INDUSTRIES, INC.",Steel/Iron Ore,Capital Goods
1251,IIVI,II-VI INCORPORATED,Electronic Components,Capital Goods
1252,ILMN,"ILLUMINA, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
1253,IMAX,IMAX CORPORATION,Industrial Machinery/Components,Miscellaneous
1254,IMGN,"IMMUNOGEN, INC.",Major Pharmaceuticals,Health Care
1255,IMH,"IMPAC MORTGAGE HOLDINGS, INC.",Real Estate Investment Trusts,Consumer Services
1256,IMKTA,"INGLES MARKETS, INCORPORATED",Food Chains,Consumer Services
1257,IMMR,IMMERSION CORPORATION,Computer peripheral equipment,Technology
1258,IMMU,"IMMUNOMEDICS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1259,INBK,FIRST INTERNET BANCORP,Major Banks,Finance
1260,INCY,INCYTE CORPORATION,Biotechnology: Commercial Physical & Biological Resarch,Health Care
1261,INDB,INDEPENDENT BANK CORP.,Major Banks,Finance
1262,INFI,"INFINITY PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
1263,INFN,INFINERA CORPORATION,Telecommunications Equipment,Public Utilities
1264,INFO,IHS MARKIT LTD.,"Computer Software: Programming, Data Processing",Technology
1265,INFY,INFOSYS LIMITED,EDP Services,Technology
1266,INGN,"INOGEN, INC",Industrial Specialties,Health Care
1267,INGR,INGREDION INCORPORATED,Packaged Foods,Consumer Non-Durables
1268,INN,"SUMMIT HOTEL PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
1269,INO,"INOVIO PHARMACEUTICALS, INC.",Medical/Dental Instruments,Health Care
1270,INOD,INNODATA INC.,EDP Services,Technology
1271,INOV,"INOVALON HOLDINGS, INC.",EDP Services,Technology
1272,INSE,"INSPIRED ENTERTAINMENT, INC.",Computer Software: Prepackaged Software,Technology
1273,INSM,"INSMED, INC.",Major Pharmaceuticals,Health Care
1274,INSP,"INSPIRE MEDICAL SYSTEMS, INC.",Medical/Dental Instruments,Health Care
1275,INSU,INSURANCE ACQUISITION CORP.,Automotive Aftermarket,Consumer Durables
1276,INSW,"INTERNATIONAL SEAWAYS, INC.",Marine Transportation,Consumer Services
1277,INT,WORLD FUEL SERVICES CORPORATION,Oil Refining/Marketing,Energy
1278,INTC,INTEL CORPORATION,Semiconductors,Technology
1279,INTU,INTUIT INC.,Computer Software: Prepackaged Software,Technology
1280,INVA,"INNOVIVA, INC.",Major Pharmaceuticals,Health Care
1281,INVE,"IDENTIV, INC.",Computer peripheral equipment,Technology
1282,INVH,INVITATION HOMES INC.,Real Estate,Finance
1283,INWK,"INNERWORKINGS, INC.",Business Services,Miscellaneous
1284,IO,ION GEOPHYSICAL CORPORATION,Oil & Gas Production,Energy
1285,IONS,"IONIS PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
1286,IOSP,INNOSPEC INC.,Major Chemicals,Basic Industries
1287,IP,INTERNATIONAL PAPER COMPANY,Paper,Basic Industries
1288,IPAR,"INTER PARFUMS, INC.",Package Goods/Cosmetics,Consumer Non-Durables
1289,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC. (THE)",Advertising,Technology
1290,IPGP,IPG PHOTONICS CORPORATION,Semiconductors,Technology
1291,IPHI,INPHI CORPORATION,Semiconductors,Technology
1292,IPI,"INTREPID POTASH, INC",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
1293,IR,INGERSOLL RAND INC.,Industrial Machinery/Components,Technology
1294,IRBT,IROBOT CORPORATION,Consumer Electronics/Appliances,Consumer Durables
1295,IRDM,IRIDIUM COMMUNICATIONS INC,Telecommunications Equipment,Capital Goods
1296,IRET,INVESTORS REAL ESTATE TRUST,Real Estate Investment Trusts,Consumer Services
1297,IRM,IRON MOUNTAIN INCORPORATED,Real Estate Investment Trusts,Consumer Services
1298,IRT,"INDEPENDENCE REALTY TRUST, INC.",Real Estate Investment Trusts,Consumer Services
1299,IRTC,"IRHYTHM TECHNOLOGIES, INC.",Medical/Dental Instruments,Health Care
1300,IRWD,"IRONWOOD PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
1301,ISBC,"INVESTORS BANCORP, INC.",Major Banks,Finance
1302,ISRG,"INTUITIVE SURGICAL, INC.",Industrial Specialties,Health Care
1303,ISSC,"INNOVATIVE SOLUTIONS AND SUPPORT, INC.",EDP Services,Technology
1304,ISTR,INVESTAR HOLDING CORPORATION,Major Banks,Finance
1305,IT,"GARTNER, INC.",Other Consumer Services,Consumer Services
1306,ITCI,INTRA-CELLULAR THERAPIES INC.,Major Pharmaceuticals,Health Care
1307,ITGR,INTEGER HOLDINGS CORPORATION,Industrial Machinery/Components,Miscellaneous
1308,ITI,"ITERIS, INC.",Telecommunications Equipment,Capital Goods
1309,ITIC,INVESTORS TITLE COMPANY,Specialty Insurers,Finance
1310,ITRI,"ITRON, INC.",Electrical Products,Capital Goods
1311,ITT,ITT INC.,Fluid Controls,Capital Goods
1312,ITW,ILLINOIS TOOL WORKS INC.,Industrial Machinery/Components,Technology
1313,IVAC,"INTEVAC, INC.",Industrial Machinery/Components,Technology
1314,IVC,INVACARE CORPORATION,Industrial Specialties,Health Care
1315,IVR,INVESCO MORTGAGE CAPITAL INC,Real Estate Investment Trusts,Consumer Services
1316,IVZ,INVESCO PLC,Investment Managers,Finance
1317,JACK,JACK IN THE BOX INC.,Restaurants,Consumer Services
1318,JAKK,"JAKKS PACIFIC, INC.",Recreational Products/Toys,Consumer Non-Durables
1319,JAX,"J. ALEXANDER'S HOLDINGS, INC.",Restaurants,Consumer Services
