Symbol,Description,Industry,Sector
PAG,"PENSKE AUTOMOTIVE GROUP, INC.",Automotive Aftermarket,Consumer Durables
PAHC,PHIBRO ANIMAL HEALTH CORPORATION,Major Pharmaceuticals,Health Care
PANL,PANGAEA LOGISTICS SOLUTIONS LTD.,Marine Transportation,Transportation
PANW,"PALO ALTO NETWORKS, INC.",Computer peripheral equipment,Technology
PAR,PAR TECHNOLOGY CORPORATION,Office Equipment/Supplies/Services,Miscellaneous
PARR,"PAR PACIFIC HOLDINGS, INC.",Oil & Gas Production,Energy
PATK,"PATRICK INDUSTRIES, INC.",Auto Parts:O.E.M.,Capital Goods
PAYC,"PAYCOM SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
PAYX,"PAYCHEX, INC.",Diversified Commercial Services,Consumer Services
PB,"PROSPERITY BANCSHARES, INC.",Major Banks,Finance
PBCT,"PEOPLE'S UNITED FINANCIAL, INC.",Savings Institutions,Finance
PBF,PBF ENERGY INC.,Integrated oil Companies,Energy
PBH,PRESTIGE CONSUMER HEALTHCARE INC.,Major Pharmaceuticals,Health Care
PBI,PITNEY BOWES INC.,Office Equipment/Supplies/Services,Miscellaneous
PBIP,"PRUDENTIAL BANCORP, INC.",Banks,Finance
PBNC,,,
PBPB,POTBELLY CORPORATION,Restaurants,Consumer Services
PBY,PROSPECT CAPITAL CORPORATION,,
PBYI,PUMA BIOTECHNOLOGY INC,Major Pharmaceuticals,Health Care
PCAR,PACCAR INC.,Auto Manufacturing,Capital Goods
PCG,PACIFIC GAS & ELECTRIC CO.,Power Generation,Public Utilities
PCH,POTLATCHDELTIC CORPORATION,Real Estate Investment Trusts,Consumer Services
PCRX,"PACIRA BIOSCIENCES, INC.",Major Pharmaceuticals,Health Care
PCSB,PCSB FINANCIAL CORPORATION,Banks,Finance
PCTI,"PCTEL, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
PCTY,PAYLOCITY HOLDING CORPORATION,Computer Software: Prepackaged Software,Technology
PCYG,"PARK CITY GROUP, INC.",EDP Services,Technology
PCYO,PURE CYCLE CORPORATION,Water Supply,Public Utilities
PDCE,"PDC ENERGY, INC.",Oil & Gas Production,Energy
PDCO,"PATTERSON COMPANIES, INC.",Medical Specialities,Health Care
PDFS,"PDF SOLUTIONS, INC.",Computer Software: Prepackaged Software,Technology
PDLI,"PDL BIOPHARMA, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
PDM,"PIEDMONT OFFICE REALTY TRUST, INC.",Building operators,Consumer Services
PE,"PARSLEY ENERGY, INC.",Oil & Gas Production,Energy
PEB,PEBBLEBROOK HOTEL TRUST,Real Estate Investment Trusts,Consumer Services
PEBK,"PEOPLES BANCORP OF NORTH CAROLINA, INC.",Major Banks,Finance
PEBO,PEOPLES BANCORP INC.,Major Banks,Finance
PEG,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,Power Generation,Public Utilities
PEGA,PEGASYSTEMS INC.,EDP Services,Technology
PEI,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Consumer Services
PEIX,"PACIFIC ETHANOL, INC.",Major Chemicals,Basic Industries
PEN,"PENUMBRA, INC.",Medical/Dental Instruments,Health Care
PENN,"PENN NATIONAL GAMING, INC.",Hotels/Resorts,Consumer Services
PEP,"PEPSICO, INC.",Beverages (Production/Distribution),Consumer Non-Durables
PER,,,
PESI,"PERMA-FIX ENVIRONMENTAL SERVICES, INC.",Environmental Services,Basic Industries
PETS,"PETMED EXPRESS, INC.",Medical/Nursing Services,Health Care
PFBC,PREFERRED BANK,,
PFBI,"PREMIER FINANCIAL BANCORP, INC.",Major Banks,Finance
PFE,"PFIZER, INC.",Major Pharmaceuticals,Health Care
PFG,PRINCIPAL FINANCIAL GROUP INC,Accident &Health Insurance,Finance
PFGC,PERFORMANCE FOOD GROUP COMPANY,Food Distributors,Consumer Non-Durables
PFIS,PEOPLES FINANCIAL SERVICES CORP.,Major Banks,Finance
PFLT,PENNANTPARK FLOATING RATE CAPITAL LTD.,,
PFMT,PERFORMANT FINANCIAL CORPORATION,Other Consumer Services,Consumer Services
PFPT,"PROOFPOINT, INC.",EDP Services,Technology
PFS,"PROVIDENT FINANCIAL SERVICES, INC",Savings Institutions,Finance
PFSI,"PENNYMAC FINANCIAL SERVICES, INC.",Finance: Consumer Services,Finance
PG,PROCTER & GAMBLE COMPANY (THE),Package Goods/Cosmetics,Basic Industries
PGC,PEAPACK-GLADSTONE FINANCIAL CORPORATION,Commercial Banks,Finance
PGP,PIMCO GLOBAL STOCKSPLUS & INCOME FUND,,
PGR,PROGRESSIVE CORPORATION (THE),Property-Casualty Insurers,Finance
PGRE,"PARAMOUNT GROUP, INC.",Real Estate Investment Trusts,Consumer Services
PGTI,"PGT INNOVATIONS, INC.",Building Products,Capital Goods
PH,PARKER-HANNIFIN CORPORATION,Metal Fabrications,Capital Goods
PHM,"PULTEGROUP, INC.",Homebuilding,Capital Goods
PHX,PANHANDLE ROYALTY COMPANY,Oil & Gas Production,Energy
PI,"IMPINJ, INC.",Industrial Machinery/Components,Capital Goods
PICO,PICO HOLDINGS INC.,Real Estate,Finance
PII,POLARIS INC.,Industrial Specialties,Capital Goods
PINC,"PREMIER, INC.",Other Consumer Services,Consumer Services
PIRS,"PIERIS PHARMACEUTICALS, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
PJT,PJT PARTNERS INC.,Investment Managers,Finance
PK,PARK HOTELS & RESORTS INC.,Hotels/Resorts,Consumer Services
PKBK,"PARKE BANCORP, INC.",Major Banks,Finance
PKE,PARK AEROSPACE CORP.,Military/Government/Technical,Capital Goods
PKG,PACKAGING CORPORATION OF AMERICA,Containers/Packaging,Consumer Durables
PKI,"PERKINELMER, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
PKOH,PARK-OHIO HOLDINGS CORP.,Industrial Specialties,Capital Goods
PLAB,"PHOTRONICS, INC.",Semiconductors,Technology
PLAY,"DAVE & BUSTER'S ENTERTAINMENT, INC.",Restaurants,Consumer Services
PLCE,"CHILDREN'S PLACE, INC. (THE)",Clothing/Shoe/Accessory Stores,Consumer Services
PLD,"PROLOGIS, INC.",Real Estate Investment Trusts,Consumer Services
PLL,PIEDMONT LITHIUM LIMITED,,
PLNT,"PLANET FITNESS, INC.",Hotels/Resorts,Consumer Services
PLOW,"DOUGLAS DYNAMICS, INC.",Construction/Ag Equipment/Trucks,Capital Goods
PLPC,PREFORMED LINE PRODUCTS COMPANY,Water Supply,Basic Industries
PLSE,"PULSE BIOSCIENCES, INC",Medical/Dental Instruments,Health Care
PLT,"PLANTRONICS, INC.",Telecommunications Equipment,Public Utilities
PLUG,"PLUG POWER, INC.",Industrial Machinery/Components,Energy
PLUS,EPLUS INC.,Retail: Computer Software & Peripheral Equipment,Technology
PLX,"PROTALIX BIOTHERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
PLXS,PLEXUS CORP.,Electrical Products,Technology
PM,PHILIP MORRIS INTERNATIONAL INC,Farming/Seeds/Milling,Consumer Non-Durables
PMBC,PACIFIC MERCANTILE BANCORP,Major Banks,Finance
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Real Estate Investment Trusts,Consumer Services
PMTS,,,
PNC,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",Major Banks,Finance
PNFP,"PINNACLE FINANCIAL PARTNERS, INC.",Major Banks,Finance
PNM,"PNM RESOURCES, INC. (HOLDING CO.)",Electric Utilities: Central,Public Utilities
PNNT,PENNANTPARK INVESTMENT CORPORATION,,
PNR,PENTAIR PLC.,Industrial Machinery/Components,Technology
PNRG,PRIMEENERGY RESOURCES CORPORATION,Oil & Gas Production,Energy
PNW,PINNACLE WEST CAPITAL CORPORATION,Electric Utilities: Central,Public Utilities
PODD,INSULET CORPORATION,Medical/Dental Instruments,Health Care
POOL,POOL CORPORATION,Industrial Specialties,Consumer Durables
POR,PORTLAND GENERAL ELECTRIC COMPANY,Electric Utilities: Central,Public Utilities
POST,"POST HOLDINGS, INC.",Packaged Foods,Consumer Non-Durables
POWI,"POWER INTEGRATIONS, INC.",Semiconductors,Technology
POWL,"POWELL INDUSTRIES, INC.",Electrical Products,Consumer Durables
PPBI,PACIFIC PREMIER BANCORP INC,Major Banks,Finance
PPC,PILGRIM'S PRIDE CORPORATION,Meat/Poultry/Fish,Consumer Non-Durables
PPD,"PPD, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
PPG,"PPG INDUSTRIES, INC.",Paints/Coatings,Basic Industries
PPL,PPL CORPORATION,Electric Utilities: Central,Public Utilities
PRA,PROASSURANCE CORPORATION,Property-Casualty Insurers,Finance
PRAA,"PRA GROUP, INC.",Finance: Consumer Services,Finance
PRAH,"PRA HEALTH SCIENCES, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
PRFT,"PERFICIENT, INC.",EDP Services,Technology
PRGO,PERRIGO COMPANY,Major Pharmaceuticals,Health Care
PRGS,PROGRESS SOFTWARE CORPORATION,Computer Software: Prepackaged Software,Technology
PRGX,"PRGX GLOBAL, INC.",Diversified Commercial Services,Consumer Services
PRI,"PRIMERICA, INC.",Life Insurance,Finance
PRIM,PRIMORIS SERVICES CORPORATION,Water Supply,Basic Industries
PRK,PARK NATIONAL CORPORATION,Major Banks,Finance
PRLB,"PROTO LABS, INC.",Metal Fabrications,Capital Goods
PRMW,PRIMO WATER CORPORATION,Beverages (Production/Distribution),Consumer Non-Durables
PRO,"PROS HOLDINGS, INC.",EDP Services,Technology
PROV,"PROVIDENT FINANCIAL HOLDINGS, INC.",Savings Institutions,Finance
PRS,"PRUDENTIAL FINANCIAL, INC.",Life Insurance,Finance
PRSC,THE PROVIDENCE SERVICE CORPORATION,Transportation Services,Consumer Services
PRSP,PERSPECTA INC.,EDP Services,Technology
PRTA,PROTHENA CORPORATION PLC,Major Pharmaceuticals,Health Care
PRTK,"PARATEK PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
PRTS,"CARPARTS.COM, INC.",Other Specialty Stores,Consumer Services
PRTY,PARTY CITY HOLDCO INC.,Other Specialty Stores,Consumer Services
PRU,"PRUDENTIAL FINANCIAL, INC.",Life Insurance,Finance
PSA,PUBLIC STORAGE,Real Estate Investment Trusts,Consumer Services
PSB,"PS BUSINESS PARKS, INC.",Real Estate Investment Trusts,Consumer Services
PSEC,PROSPECT CAPITAL CORPORATION,,
PSMT,"PRICESMART, INC.",Department/Specialty Retail Stores,Consumer Services
PSTG,"PURE STORAGE, INC.",Electronic Components,Technology
PSX,PHILLIPS 66,Integrated oil Companies,Energy
PTC,PTC INC.,Computer Software: Prepackaged Software,Technology
PTCT,"PTC THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
PTEN,"PATTERSON-UTI ENERGY, INC.",Oil & Gas Production,Energy
PTGX,"PROTAGONIST THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
PULS,PGIM ULTRA SHORT BOND ETF,Exchange Traded Fund,Financial
PUMP,PROPETRO HOLDING CORP.,Oilfield Services/Equipment,Energy
PVAC,PENN VIRGINIA CORPORATION,Oil & Gas Production,Energy
PVBC,"PROVIDENT BANCORP, INC.",Savings Institutions,Finance
PVH,PVH CORP.,Apparel,Consumer Non-Durables
PWOD,"PENNS WOODS BANCORP, INC.",Major Banks,Finance
PWR,"QUANTA SERVICES, INC.",Engineering & Construction,Capital Goods
PXD,PIONEER NATURAL RESOURCES COMPANY,Oil & Gas Production,Energy
PXLW,"PIXELWORKS, INC.",Semiconductors,Technology
PYPL,"PAYPAL HOLDINGS, INC.",Business Services,Miscellaneous
PZG,PARAMOUNT GOLD NEVADA CORP.,Precious Metals,Basic Industries
PZN,PZENA INVESTMENT MANAGEMENT INC,Investment Managers,Finance
PZZA,"PAPA JOHN'S INTERNATIONAL, INC.",Restaurants,Consumer Services
QADA,QAD INC.,Computer Software: Prepackaged Software,Technology
QCOM,QUALCOMM INCORPORATED,Radio And Television Broadcasting And Communications Equipment,Technology
QCRH,"QCR HOLDINGS, INC.",Major Banks,Finance
QDEL,QUIDEL CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
QEP,"QEP RESOURCES, INC.",Oil & Gas Production,Energy
QGEN,QIAGEN N.V.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
QLYS,"QUALYS, INC.",Computer Software: Prepackaged Software,Technology
QNST,"QUINSTREET, INC.",Business Services,Miscellaneous
QRVO,"QORVO, INC.",Semiconductors,Technology
QTNT,QUOTIENT LIMITED,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
QTS,"QTS REALTY TRUST, INC.",Real Estate Investment Trusts,Consumer Services
QTWO,"Q2 HOLDINGS, INC.",Computer Software: Prepackaged Software,Technology
QUAD,"QUAD GRAPHICS, INC",Publishing,Miscellaneous
QUOT,QUOTIENT TECHNOLOGY INC.,Advertising,Consumer Services
R,"RYDER SYSTEM, INC.",Rental/Leasing Companies,Consumer Services
RA,BROOKFIELD REAL ASSETS INCOME FUND INC.,,
RAD,RITE AID CORPORATION,Medical/Nursing Services,Health Care
RAIL,"FREIGHTCAR AMERICA, INC.",Railroads,Capital Goods
RARE,ULTRAGENYX PHARMACEUTICAL INC.,Major Pharmaceuticals,Health Care
RAVN,"RAVEN INDUSTRIES, INC.",Specialty Chemicals,Capital Goods
RBC,REGAL BELOIT CORPORATION,Metal Fabrications,Consumer Durables
RBCAA,"REPUBLIC BANCORP, INC.",Major Banks,Finance
RBCN,"RUBICON TECHNOLOGY, INC.",Semiconductors,Technology
RCII,RENT-A-CENTER INC.,Diversified Commercial Services,Technology
RCL,ROYAL CARIBBEAN GROUP,Marine Transportation,Consumer Services
RCM,R1 RCM INC.,Other Consumer Services,Consumer Services
RDI,READING INTERNATIONAL INC,Movies/Entertainment,Consumer Services
RDN,RADIAN GROUP INC.,Property-Casualty Insurers,Finance
RDNT,"RADNET, INC.",Medical Specialities,Health Care
RDUS,"RADIUS HEALTH, INC.",Major Pharmaceuticals,Health Care
RE,"EVEREST RE GROUP, LTD.",Property-Casualty Insurers,Finance
REG,REGENCY CENTERS CORPORATION,Real Estate Investment Trusts,Consumer Services
REGI,"RENEWABLE ENERGY GROUP, INC.",Major Chemicals,Basic Industries
REGN,"REGENERON PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
REI,"RING ENERGY, INC.",Oil & Gas Production,Energy
RELL,"RICHARDSON ELECTRONICS, LTD.",Electronic Components,Technology
REPH,"RECRO PHARMA, INC.",Major Pharmaceuticals,Health Care
RES,"RPC, INC.",Oilfield Services/Equipment,Energy
RESI,FRONT YARD RESIDENTIAL CORPORATION,Real Estate,Finance
RETA,"REATA PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
REV,"REVLON, INC.",Package Goods/Cosmetics,Consumer Non-Durables
REVG,"REV GROUP, INC.",Auto Manufacturing,Capital Goods
REX,REX AMERICAN RESOURCES CORPORATION,Major Chemicals,Basic Industries
REXR,"REXFORD INDUSTRIAL REALTY, INC.",Real Estate Investment Trusts,Consumer Services
RF,REGIONS FINANCIAL CORPORATION,Major Banks,Finance
RFP,RESOLUTE FOREST PRODUCTS INC.,Paper,Basic Industries
RGA,"REINSURANCE GROUP OF AMERICA, INCORPORATED",Life Insurance,Finance
RGCO,RGC RESOURCES INC.,Oil & Gas Production,Public Utilities
RGEN,REPLIGEN CORPORATION,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
RGLD,"ROYAL GOLD, INC.",Precious Metals,Basic Industries
RGLS,REGULUS THERAPEUTICS INC.,Major Pharmaceuticals,Health Care
RGNX,REGENXBIO INC.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
RGR,"STURM, RUGER & COMPANY, INC.",Ordnance And Accessories,Capital Goods
RGS,REGIS CORPORATION,Other Consumer Services,Consumer Services
RH,RH,Other Specialty Stores,Consumer Services
RHI,ROBERT HALF INTERNATIONAL INC.,Professional Services,Technology
RHP,"RYMAN HOSPITALITY PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
RICK,"RCI HOSPITALITY HOLDINGS, INC.",Restaurants,Consumer Services
RIG,TRANSOCEAN LTD.,Oil & Gas Production,Energy
RIGL,"RIGEL PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
RILY,"B. RILEY FINANCIAL, INC.",Business Services,Miscellaneous
RJF,"RAYMOND JAMES FINANCIAL, INC.",Investment Bankers/Brokers/Service,Finance
RKT,"ROCKET COMPANIES, INC.",Finance: Consumer Services,Finance
RL,RALPH LAUREN CORPORATION,Apparel,Consumer Non-Durables
RLGT,"RADIANT LOGISTICS, INC.",Oil Refining/Marketing,Transportation
RLGY,REALOGY HOLDINGS CORP.,Real Estate,Finance
RLH,RED LION HOTELS CORPORATION,Hotels/Resorts,Consumer Services
RLI,RLI CORP.,Property-Casualty Insurers,Finance
RLJ,RLJ LODGING TRUST,Real Estate Investment Trusts,Consumer Services
RM,REGIONAL MANAGEMENT CORP.,Finance: Consumer Services,Finance
RMAX,"RE/MAX HOLDINGS, INC.",Real Estate,Finance
RMBS,"RAMBUS, INC.",Semiconductors,Technology
RMD,RESMED INC.,Medical/Dental Instruments,Health Care
RMG,RMG ACQUISITION CORP.,Business Services,Finance
RMR,THE RMR GROUP INC.,Professional Services,Consumer Services
RMTI,"ROCKWELL MEDICAL, INC.",Major Pharmaceuticals,Health Care
RNET,"RIGNET, INC.",Telecommunications Equipment,Consumer Services
RNG,"RINGCENTRAL, INC.",EDP Services,Technology
RNR,RENAISSANCERE HOLDINGS LTD.,Property-Casualty Insurers,Finance
RNST,RENASANT CORPORATION,Major Banks,Finance
RNWK,"REALNETWORKS, INC.",EDP Services,Technology
ROCK,"GIBRALTAR INDUSTRIES, INC.",Steel/Iron Ore,Capital Goods
ROG,ROGERS CORPORATION,Major Chemicals,Basic Industries
ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP.,Real Estate Investment Trusts,Consumer Services
ROK,"ROCKWELL AUTOMATION, INC.",Industrial Machinery/Components,Capital Goods
ROL,"ROLLINS, INC.",Diversified Commercial Services,Finance
ROLL,RBC BEARINGS INCORPORATED,Metal Fabrications,Capital Goods
ROP,"ROPER TECHNOLOGIES, INC.",Industrial Machinery/Components,Capital Goods
ROST,"ROSS STORES, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
RP,"REALPAGE, INC.",Computer Software: Prepackaged Software,Technology
RPAI,"RETAIL PROPERTIES OF AMERICA, INC.",Real Estate Investment Trusts,Consumer Services
RPD,"RAPID7, INC.",Computer Software: Prepackaged Software,Technology
RPM,RPM INTERNATIONAL INC.,Paints/Coatings,Basic Industries
RPRX,ROYALTY PHARMA PLC,Major Pharmaceuticals,Health Care
RPT,RPT REALTY,Real Estate Investment Trusts,Consumer Services
RRC,RANGE RESOURCES CORPORATION,Oil & Gas Production,Energy
RRD,R.R. DONNELLEY & SONS COMPANY,Publishing,Miscellaneous
RRGB,"RED ROBIN GOURMET BURGERS, INC.",Restaurants,Consumer Services
RRR,"RED ROCK RESORTS, INC.",Hotels/Resorts,Consumer Services
RRTS,,,
RS,RELIANCE STEEL & ALUMINUM CO.,Metal Fabrications,Basic Industries
RSG,"REPUBLIC SERVICES, INC.",Environmental Services,Public Utilities
RST,ROSETTA STONE,Computer Software: Prepackaged Software,Technology
RTRX,"RETROPHIN, INC.",Major Pharmaceuticals,Health Care
RUN,SUNRUN INC.,Industrial Specialties,Capital Goods
RUSHA,"RUSH ENTERPRISES, INC.",Automotive Aftermarket,Consumer Durables
RUSHB,"RUSH ENTERPRISES, INC.",Automotive Aftermarket,Consumer Durables
RUTH,"RUTH'S HOSPITALITY GROUP, INC.",Restaurants,Consumer Services
RVI,RETAIL VALUE INC.,Real Estate,Finance
RVNC,"REVANCE THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
RVSB,RIVERVIEW BANCORP INC,Savings Institutions,Finance
RWT,"REDWOOD TRUST, INC.",Real Estate Investment Trusts,Consumer Services
RXN,REXNORD CORPORATION,Industrial Machinery/Components,Technology
RYAAY,RYANAIR HOLDINGS PLC,Air Freight/Delivery Services,Transportation
RYAM,RAYONIER ADVANCED MATERIALS INC.,Major Chemicals,Basic Industries
RYI,RYERSON HOLDING CORPORATION,Metal Fabrications,Basic Industries
RYN,RAYONIER INC.,Real Estate Investment Trusts,Consumer Services
SABR,SABRE CORPORATION,"Computer Software: Programming, Data Processing",Technology
SAFM,"SANDERSON FARMS, INC.",Meat/Poultry/Fish,Consumer Non-Durables
SAFT,"SAFETY INSURANCE GROUP, INC.",Property-Casualty Insurers,Finance
SAGE,"SAGE THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Aftermarket,Consumer Durables
SAIA,"SAIA, INC.",Trucking Freight/Courier Services,Transportation
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,EDP Services,Technology
SALM,"SALEM MEDIA GROUP, INC.",Broadcasting,Consumer Services
SALT,SCORPIO BULKERS INC.,Marine Transportation,Transportation
SAM,"BOSTON BEER COMPANY, INC. (THE)",Beverages (Production/Distribution),Consumer Non-Durables
SAMG,SILVERCREST ASSET MANAGEMENT GROUP INC.,Investment Managers,Finance
SANM,SANMINA CORPORATION,Electrical Products,Technology
SASR,"SANDY SPRING BANCORP, INC.",Major Banks,Finance
SATS,ECHOSTAR CORPORATION,Radio And Television Broadcasting And Communications Equipment,Technology
SAVE,"SPIRIT AIRLINES, INC.",Air Freight/Delivery Services,Transportation
SB,"SAFE BULKERS, INC",Marine Transportation,Transportation
SBAC,SBA COMMUNICATIONS CORPORATION,Real Estate Investment Trusts,Consumer Services
SBBP,STRONGBRIDGE BIOPHARMA PLC,Major Pharmaceuticals,Health Care
SBCF,SEACOAST BANKING CORPORATION OF FLORIDA,Major Banks,Finance
SBGI,"SINCLAIR BROADCAST GROUP, INC.",Broadcasting,Consumer Services
SBH,"SALLY BEAUTY HOLDINGS, INC.",Other Specialty Stores,Consumer Services
SBNY,SIGNATURE BANK,Major Banks,Finance
SBOW,"SILVERBOW RESORCES, INC.",Oil & Gas Production,Energy
SBRA,"SABRA HEALTH CARE REIT, INC.",Real Estate Investment Trusts,Consumer Services
SBSI,"SOUTHSIDE BANCSHARES, INC.",Major Banks,Finance
SBUX,STARBUCKS CORPORATION,Restaurants,Consumer Services
SC,SANTANDER CONSUMER USA HOLDINGS INC.,Finance: Consumer Services,Finance
SCCO,SOUTHERN COPPER CORPORATION,Precious Metals,Basic Industries
SCHL,SCHOLASTIC CORPORATION,Books,Consumer Services
SCHN,"SCHNITZER STEEL INDUSTRIES, INC.",Industrial Specialties,Consumer Durables
SCHW,THE CHARLES SCHWAB CORPORATION,Investment Bankers/Brokers/Service,Finance
SCI,SERVICE CORPORATION INTERNATIONAL,Other Consumer Services,Consumer Services
SCL,STEPAN COMPANY,Package Goods/Cosmetics,Basic Industries
SCM,STELLUS CAPITAL INVESTMENT CORPORATION,,
SCOR,"COMSCORE, INC.",Business Services,Miscellaneous
SCS,STEELCASE INC.,Office Equipment/Supplies/Services,Consumer Durables
SCSC,"SCANSOURCE, INC.",Retail: Computer Software & Peripheral Equipment,Technology
SCTY,,,
SCVL,"SHOE CARNIVAL, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
SCWX,SECUREWORKS CORP.,Computer Software: Prepackaged Software,Technology
SD,"SANDRIDGE ENERGY, INC.",Oil & Gas Production,Energy
SE,SEA LIMITED,Other Consumer Services,Consumer Services
SEAC,"SEACHANGE INTERNATIONAL, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
SEAS,"SEAWORLD ENTERTAINMENT, INC.",Services-Misc. Amusement & Recreation,Consumer Services
SEB,SEABOARD CORPORATION,Investment Bankers/Brokers/Service,Finance
SEE,SEALED AIR CORPORATION,Major Chemicals,Basic Industries
SEIC,SEI INVESTMENTS COMPANY,Investment Bankers/Brokers/Service,Finance
SELB,"SELECTA BIOSCIENCES, INC.",Major Pharmaceuticals,Health Care
SEM,SELECT MEDICAL HOLDINGS CORPORATION,Hospital/Nursing Management,Health Care
SENEA,SENECA FOODS CORP.,Packaged Foods,Consumer Non-Durables
SERV,"SERVICEMASTER GLOBAL HOLDINGS, INC.",Other Consumer Services,Consumer Services
SF,STIFEL FINANCIAL CORPORATION,Investment Bankers/Brokers/Service,Finance
SFBS,"SERVISFIRST BANCSHARES, INC.",Major Banks,Finance
SFE,"SAFEGUARD SCIENTIFICS, INC.",Finance/Investors Services,Finance
SFL,SFL CORPORATION LTD,Marine Transportation,Transportation
SFM,"SPROUTS FARMERS MARKET, INC.",Food Chains,Consumer Services
SFNC,SIMMONS FIRST NATIONAL CORPORATION,Major Banks,Finance
SFST,"SOUTHERN FIRST BANCSHARES, INC.",Major Banks,Finance
SFY,SOFI SELECT 500 ETF,Exchange Traded Fund,Financial
SGA,"SAGA COMMUNICATIONS, INC.",Broadcasting,Consumer Services
SGC,"SUPERIOR GROUP OF COMPANIES, INC.",Apparel,Consumer Non-Durables
SGEN,"SEATTLE GENETICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
SGMO,"SANGAMO THERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
SGMS,SCIENTIFIC GAMES CORP,EDP Services,Technology
SGRY,"SURGERY PARTNERS, INC.",Hospital/Nursing Management,Health Care
SHAK,"SHAKE SHACK, INC.",Restaurants,Consumer Services
SHBI,SHORE BANCSHARES INC,Major Banks,Finance
SHEN,SHENANDOAH TELECOMMUNICATIONS CO,Telecommunications Equipment,Public Utilities
SHLO,,,
SHO,"SUNSTONE HOTEL INVESTORS, INC.",Hotels/Resorts,Consumer Services
SHOO,"STEVEN MADDEN, LTD.",Shoe Manufacturing,Consumer Non-Durables
SHW,SHERWIN-WILLIAMS COMPANY (THE),RETAIL: Building Materials,Consumer Services
SIEN,"SIENTRA, INC.",Industrial Specialties,Health Care
SIG,SIGNET JEWELERS LIMITED,Consumer Specialties,Consumer Services
SIGA,SIGA TECHNOLOGIES INC.,Major Pharmaceuticals,Health Care
SIGI,"SELECTIVE INSURANCE GROUP, INC.",Property-Casualty Insurers,Finance
SII,SPROTT INC.,Finance: Consumer Services,Finance
SIL,GLOBAL X SILVER MINERS ETF,Exchange Traded Fund,Financial
SIRI,SIRIUS XM HOLDINGS INC.,Broadcasting,Consumer Services
SITE,"SITEONE LANDSCAPE SUPPLY, INC.",Farming/Seeds/Milling,Consumer Non-Durables
SIVB,SVB FINANCIAL GROUP,Major Banks,Finance
SIX,SIX FLAGS ENTERTAINMENT CORPORATION NEW,Services-Misc. Amusement & Recreation,Consumer Services
SJI,"SOUTH JERSEY INDUSTRIES, INC.",Oil/Gas Transmission,Public Utilities
SJM,J.M. SMUCKER COMPANY (THE),Packaged Foods,Consumer Non-Durables
SJW,SJW GROUP,Water Supply,Public Utilities
SKT,"TANGER FACTORY OUTLET CENTERS, INC.",Real Estate Investment Trusts,Consumer Services
SKX,"SKECHERS U.S.A., INC.",Shoe Manufacturing,Consumer Non-Durables
SKY,SKYLINE CHAMPION CORPORATION,Homebuilding,Basic Industries
SKYW,"SKYWEST, INC.",Air Freight/Delivery Services,Transportation
SLAB,"SILICON LABORATORIES, INC.",Semiconductors,Technology
SLB,SCHLUMBERGER N.V.,Oilfield Services/Equipment,Energy
SLCA,"U.S. SILICA HOLDINGS, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
SLG,SL GREEN REALTY CORP,Real Estate Investment Trusts,Consumer Services
SLGN,SILGAN HOLDINGS INC.,Containers/Packaging,Consumer Durables
SLM,SLM CORPORATION,Finance: Consumer Services,Finance
SLP,"SIMULATIONS PLUS, INC.",EDP Services,Technology
